Length,Width,Height,etiqueta,distance
8.4,9.5,11.4,Cubo,17.05
8.4,9.5,11.4,Cubo,17.05
8.4,9.6,12.0,Cubo,17.51
8.4,10.2,13.9,Cubo,19.18
8.4,9.6,11.9,Cubo,17.45
8.4,9.6,11.9,Cubo,17.45
8.4,9.7,13.6,Cubo,18.7
8.4,9.7,13.6,Cubo,18.7
8.5,9.8,15.0,Leche,19.83
8.5,10.8,11.2,Cubo,17.73
8.5,10.8,11.2,Cubo,17.73
8.5,10.8,11.2,Cubo,17.73
8.5,10.2,11.1,Cubo,17.31
8.5,8.5,15.5,Leche,19.62
8.5,9.0,9.3,Cubo,15.48
8.5,9.0,9.3,Cubo,15.48
8.5,8.9,12.6,Leche,17.61
8.5,8.9,12.6,Leche,17.61
8.5,9.0,12.4,Cubo,17.52
8.5,8.9,12.4,Cubo,17.47
8.5,9.4,11.8,Cubo,17.32
8.5,9.8,15.0,Leche,19.83
8.5,11.1,15.3,Cubo,20.73
8.6,8.7,15.7,Leche,19.9
8.6,10.0,11.0,Cubo,17.17
8.6,10.0,11.0,Cubo,17.17
8.6,8.7,15.7,Leche,19.9
8.6,9.2,12.1,Cubo,17.46
8.6,9.2,12.1,Cubo,17.46
8.6,9.4,12.0,Cubo,17.5
8.6,9.6,15.5,Leche,20.16
8.6,9.6,15.5,Leche,20.16
8.6,10.2,11.7,Cubo,17.75
8.7,10.0,15.9,Leche,20.7
8.7,9.4,10.4,Cubo,16.5
8.7,9.8,15.8,Leche,20.53
8.7,8.9,14.2,Leche,18.88
8.7,10.1,13.8,Cubo,19.19
8.7,10.1,13.8,Cubo,19.19
8.7,9.2,11.9,Cubo,17.38
8.7,9.9,14.9,Leche,19.89
8.7,9.8,15.0,Leche,19.92
8.7,10.4,15.6,Leche,20.67
8.7,9.1,14.6,Leche,19.28
8.7,10.0,15.8,Leche,20.62
8.7,9.1,14.6,Leche,19.28
8.7,10.4,15.4,Leche,20.52
8.7,10.0,15.9,Leche,20.7
8.7,9.9,15.0,Leche,19.97
8.7,10.6,15.4,Cubo,20.62
8.7,9.9,16.2,Leche,20.88
8.7,11.9,12.8,Cubo,19.52
8.7,9.9,14.9,Leche,19.89
8.7,9.8,15.0,Leche,19.92
8.7,10.4,15.6,Leche,20.67
8.7,9.1,14.6,Leche,19.28
8.7,10.0,15.8,Leche,20.62
8.7,9.1,14.6,Leche,19.28
8.7,10.4,15.4,Leche,20.52
8.7,10.0,15.9,Leche,20.7
8.7,9.9,15.0,Leche,19.97
8.7,10.6,15.4,Cubo,20.62
8.7,9.9,16.2,Leche,20.88
8.8,9.8,16.2,Leche,20.88
8.8,9.8,16.2,Leche,20.88
8.9,10.0,11.9,Cubo,17.91
8.9,10.5,15.8,Leche,20.95
8.9,10.2,13.4,Cubo,19.05
8.9,9.9,16.1,Leche,20.89
8.9,10.0,11.9,Cubo,17.91
8.9,10.0,12.0,Cubo,17.98
8.9,9.9,16.1,Leche,20.89
8.9,10.7,12.4,Cubo,18.64
9.0,10.4,15.5,Leche,20.72
9.0,10.4,13.5,Cubo,19.27
9.0,10.4,13.5,Cubo,19.27
9.0,10.4,15.0,Leche,20.35
9.0,9.7,12.8,Cubo,18.41
9.0,11.3,11.3,Cubo,18.34
9.0,9.8,11.4,Cubo,17.52
9.0,10.4,15.0,Leche,20.35
9.0,9.7,12.8,Cubo,18.41
9.1,12.6,13.8,Desco,20.78
9.1,9.9,12.8,Cubo,18.57
9.1,10.2,14.0,Cubo,19.57
9.1,9.4,9.6,Cubo,16.23
9.1,9.8,12.2,Cubo,18.1
9.1,10.3,13.9,Cubo,19.55
9.1,9.1,13.5,Leche,18.65
9.1,9.1,13.5,Leche,18.65
9.1,10.9,15.0,Cubo,20.65
9.2,10.4,13.6,Cubo,19.44
9.2,9.3,13.6,Leche,18.87
9.2,10.4,13.6,Cubo,19.44
9.2,10.4,13.6,Cubo,19.44
9.2,10.4,13.6,Cubo,19.44
9.3,10.8,12.2,Cubo,18.76
9.3,10.8,12.2,Cubo,18.76
9.3,9.4,10.2,Cubo,16.7
9.4,9.4,15.0,Leche,20.04
9.4,11.4,12.8,Cubo,19.55
9.4,9.4,12.0,Cubo,17.91
9.4,9.4,11.8,Cubo,17.78
9.4,9.4,11.8,Cubo,17.78
9.4,9.4,9.5,Cubo,16.34
9.4,10.7,15.2,Cubo,20.83
9.4,9.6,15.1,Leche,20.21
9.5,10.6,13.0,Cubo,19.28
9.5,10.4,13.3,Cubo,19.37
9.6,9.7,12.8,Cubo,18.71
9.6,9.9,12.4,Cubo,18.55
9.6,9.7,12.8,Cubo,18.71
9.6,9.7,12.8,Cubo,18.71
9.7,10.8,12.8,Cubo,19.35
9.7,10.4,12.8,Cubo,19.13
9.7,10.6,12.8,Cubo,19.24
9.7,10.7,13.1,Cubo,19.5
9.8,9.8,12.2,Cubo,18.46
9.8,9.8,12.2,Cubo,18.46
9.8,9.8,12.6,Cubo,18.73
9.8,11.8,13.8,Cubo,20.63
9.8,10.8,11.9,Cubo,18.82
9.9,10.9,12.5,Cubo,19.32
9.9,9.9,12.4,Cubo,18.7
9.9,10.1,13.5,Cubo,19.55
9.9,10.1,13.5,Cubo,19.55
10.0,10.0,13.8,Cubo,19.76
10.0,10.0,13.8,Cubo,19.76
10.0,10.0,13.8,Cubo,19.76
10.0,10.3,13.4,Cubo,19.64
10.0,10.3,13.4,Cubo,19.64
10.1,10.3,13.3,Cubo,19.62
10.1,10.3,13.3,Cubo,19.62
10.2,11.5,12.1,Cubo,19.56
10.2,11.5,12.1,Cubo,19.56
10.3,12.1,13.7,Cubo,20.98
10.3,12.1,13.7,Cubo,20.98
10.7,11.1,13.7,Cubo,20.62
10.7,11.1,13.7,Cubo,20.62
11.8,11.8,11.8,Cubo,20.44
11.8,11.8,11.8,Cubo,20.44
11.8,11.8,11.8,Cubo,20.44
